year,group_name,team_a,team_b,team_c,ab_pts_for_a,bc_pts_for_b,ac_pts_for_a,a_beats_b,b_beats_c,is_transitivity_triple,transitive,rank_a,rank_b,rank_c,rank_gap_ab,rank_gap_bc,rank_gap_ac
2002,Group H,Japan,Russia,Tunisia,1.0,1.0,1.0,1,1,1,1,32,28,31,4,-3,1
2002,Group H,Japan,Tunisia,Belgium,1.0,0.5,0.5,1,0,0,,32,31,23,1,8,9
2002,Group H,Japan,Tunisia,Russia,1.0,0.0,1.0,1,0,0,,32,31,28,1,3,4
2002,Group H,Russia,Belgium,Japan,0.0,0.5,0.0,0,0,0,,28,23,32,5,-9,-4
2002,Group H,Russia,Belgium,Tunisia,0.0,0.5,1.0,0,0,0,,28,23,31,5,-8,-3
2002,Group H,Russia,Japan,Belgium,0.0,0.5,0.0,0,0,0,,28,32,23,-4,9,5
2002,Group H,Russia,Japan,Tunisia,0.0,1.0,1.0,0,1,0,,28,32,31,-4,1,-3
2002,Group H,Russia,Tunisia,Belgium,1.0,0.5,0.0,1,0,0,,28,31,23,-3,8,5
2002,Group H,Russia,Tunisia,Japan,1.0,0.0,0.0,1,0,0,,28,31,32,-3,-1,-4
2002,Group H,Tunisia,Belgium,Japan,0.5,0.5,0.0,0,0,0,,31,23,32,8,-9,-1
2002,Group H,Tunisia,Belgium,Russia,0.5,1.0,0.0,0,1,0,,31,23,28,8,-5,3
2002,Group H,Tunisia,Japan,Belgium,0.0,0.5,0.5,0,0,0,,31,32,23,-1,9,8
2002,Group H,Tunisia,Japan,Russia,0.0,1.0,0.0,0,1,0,,31,32,28,-1,4,3
2002,Group H,Tunisia,Russia,Belgium,0.0,0.0,0.5,0,0,0,,31,28,23,3,5,8
2002,Group H,Tunisia,Russia,Japan,0.0,0.0,0.0,0,0,0,,31,28,32,3,-4,-1
2006,Group A,Costa Rica,Ecuador,Germany,0.0,0.0,0.0,0,0,0,,26,39,19,-13,20,7
2006,Group A,Costa Rica,Ecuador,Poland,0.0,1.0,0.0,0,1,0,,26,39,29,-13,10,-3
2006,Group A,Costa Rica,Germany,Ecuador,0.0,1.0,0.0,0,1,0,,26,19,39,7,-20,-13
2006,Group A,Costa Rica,Germany,Poland,0.0,1.0,0.0,0,1,0,,26,19,29,7,-10,-3
2006,Group A,Costa Rica,Poland,Ecuador,0.0,0.0,0.0,0,0,0,,26,29,39,-3,-10,-13
2006,Group A,Costa Rica,Poland,Germany,0.0,0.0,0.0,0,0,0,,26,29,19,-3,10,7
2006,Group A,Ecuador,Costa Rica,Germany,1.0,0.0,0.0,1,0,0,,39,26,19,13,7,20
2006,Group A,Ecuador,Costa Rica,Poland,1.0,0.0,1.0,1,0,0,,39,26,29,13,-3,10
2006,Group A,Ecuador,Germany,Costa Rica,0.0,1.0,1.0,0,1,0,,39,19,26,20,-7,13
2006,Group A,Ecuador,Germany,Poland,0.0,1.0,1.0,0,1,0,,39,19,29,20,-10,10
2006,Group A,Ecuador,Poland,Costa Rica,1.0,1.0,1.0,1,1,1,1,39,29,26,10,3,13
2006,Group A,Ecuador,Poland,Germany,1.0,0.0,0.0,1,0,0,,39,29,19,10,10,20
2006,Group A,Germany,Costa Rica,Ecuador,1.0,0.0,1.0,1,0,0,,19,26,39,-7,-13,-20
2006,Group A,Germany,Costa Rica,Poland,1.0,0.0,1.0,1,0,0,,19,26,29,-7,-3,-10
2006,Group A,Germany,Ecuador,Costa Rica,1.0,1.0,1.0,1,1,1,1,19,39,26,-20,13,-7
2006,Group A,Germany,Ecuador,Poland,1.0,1.0,1.0,1,1,1,1,19,39,29,-20,10,-10
2006,Group A,Germany,Poland,Costa Rica,1.0,1.0,1.0,1,1,1,1,19,29,26,-10,3,-7
2006,Group A,Germany,Poland,Ecuador,1.0,0.0,1.0,1,0,0,,19,29,39,-10,-10,-20
2006,Group A,Poland,Costa Rica,Ecuador,1.0,0.0,0.0,1,0,0,,29,26,39,3,-13,-10
2006,Group A,Poland,Costa Rica,Germany,1.0,0.0,0.0,1,0,0,,29,26,19,3,7,10
2006,Group A,Poland,Ecuador,Costa Rica,0.0,1.0,1.0,0,1,0,,29,39,26,-10,13,3
2006,Group A,Poland,Ecuador,Germany,0.0,0.0,0.0,0,0,0,,29,39,19,-10,20,10
2006,Group A,Poland,Germany,Costa Rica,0.0,1.0,1.0,0,1,0,,29,19,26,10,-7,3
2006,Group A,Poland,Germany,Ecuador,0.0,1.0,0.0,0,1,0,,29,19,39,10,-20,-10
2006,Group B,England,Paraguay,Sweden,1.0,0.0,0.5,1,0,0,,10,33,16,-23,17,-6
2006,Group B,England,Paraguay,Trinidad and Tobago,1.0,1.0,1.0,1,1,1,1,10,33,47,-23,-14,-37
2006,Group B,England,Sweden,Paraguay,0.5,1.0,1.0,0,1,0,,10,16,33,-6,-17,-23
2006,Group B,England,Sweden,Trinidad and Tobago,0.5,0.5,1.0,0,0,0,,10,16,47,-6,-31,-37
2006,Group B,England,Trinidad and Tobago,Paraguay,1.0,0.0,1.0,1,0,0,,10,47,33,-37,14,-23
2006,Group B,England,Trinidad and Tobago,Sweden,1.0,0.5,0.5,1,0,0,,10,47,16,-37,31,-6
2006,Group B,Paraguay,England,Sweden,0.0,0.5,0.0,0,0,0,,33,10,16,23,-6,17
2006,Group B,Paraguay,England,Trinidad and Tobago,0.0,1.0,1.0,0,1,0,,33,10,47,23,-37,-14
2006,Group B,Paraguay,Sweden,England,0.0,0.5,0.0,0,0,0,,33,16,10,17,6,23
2006,Group B,Paraguay,Sweden,Trinidad and Tobago,0.0,0.5,1.0,0,0,0,,33,16,47,17,-31,-14
2006,Group B,Paraguay,Trinidad and Tobago,England,1.0,0.0,0.0,1,0,0,,33,47,10,-14,37,23
2006,Group B,Paraguay,Trinidad and Tobago,Sweden,1.0,0.5,0.0,1,0,0,,33,47,16,-14,31,17
2006,Group B,Sweden,England,Paraguay,0.5,1.0,1.0,0,1,0,,16,10,33,6,-23,-17
2006,Group B,Sweden,England,Trinidad and Tobago,0.5,1.0,0.5,0,1,0,,16,10,47,6,-37,-31
2006,Group B,Sweden,Paraguay,England,1.0,0.0,0.5,1,0,0,,16,33,10,-17,23,6
2006,Group B,Sweden,Paraguay,Trinidad and Tobago,1.0,1.0,0.5,1,1,1,0,16,33,47,-17,-14,-31
2006,Group B,Sweden,Trinidad and Tobago,England,0.5,0.0,0.5,0,0,0,,16,47,10,-31,37,6
2006,Group B,Sweden,Trinidad and Tobago,Paraguay,0.5,0.0,1.0,0,0,0,,16,47,33,-31,14,-17
2006,Group B,Trinidad and Tobago,England,Paraguay,0.0,1.0,0.0,0,1,0,,47,10,33,37,-23,14
2006,Group B,Trinidad and Tobago,England,Sweden,0.0,0.5,0.5,0,0,0,,47,10,16,37,-6,31
2006,Group B,Trinidad and Tobago,Paraguay,England,0.0,0.0,0.0,0,0,0,,47,33,10,14,23,37
2006,Group B,Trinidad and Tobago,Paraguay,Sweden,0.0,0.0,0.5,0,0,0,,47,33,16,14,17,31
2006,Group B,Trinidad and Tobago,Sweden,England,0.5,0.5,0.0,0,0,0,,47,16,10,31,6,37
2006,Group B,Trinidad and Tobago,Sweden,Paraguay,0.5,1.0,0.0,0,1,0,,47,16,33,31,-17,14
2006,Group C,Argentina,Ivory Coast,Netherlands,1.0,0.0,0.5,1,0,0,,9,,3,,,6
2006,Group C,Argentina,Ivory Coast,Serbia and Montenegro,1.0,1.0,1.0,1,1,1,1,9,,44,,,-35
2006,Group C,Argentina,Netherlands,Ivory Coast,0.5,1.0,1.0,0,1,0,,9,3,,6,,
2006,Group C,Argentina,Netherlands,Serbia and Montenegro,0.5,1.0,1.0,0,1,0,,9,3,44,6,-41,-35
2006,Group C,Argentina,Serbia and Montenegro,Ivory Coast,1.0,0.0,1.0,1,0,0,,9,44,,-35,,
2006,Group C,Argentina,Serbia and Montenegro,Netherlands,1.0,0.0,0.5,1,0,0,,9,44,3,-35,41,6
2006,Group C,Ivory Coast,Argentina,Netherlands,0.0,0.5,0.0,0,0,0,,,9,3,,6,
2006,Group C,Ivory Coast,Argentina,Serbia and Montenegro,0.0,1.0,1.0,0,1,0,,,9,44,,-35,
2006,Group C,Ivory Coast,Netherlands,Argentina,0.0,0.5,0.0,0,0,0,,,3,9,,-6,
2006,Group C,Ivory Coast,Netherlands,Serbia and Montenegro,0.0,1.0,1.0,0,1,0,,,3,44,,-41,
2006,Group C,Ivory Coast,Serbia and Montenegro,Argentina,1.0,0.0,0.0,1,0,0,,,44,9,,35,
2006,Group C,Ivory Coast,Serbia and Montenegro,Netherlands,1.0,0.0,0.0,1,0,0,,,44,3,,41,
2006,Group C,Netherlands,Argentina,Ivory Coast,0.5,1.0,1.0,0,1,0,,3,9,,-6,,
2006,Group C,Netherlands,Argentina,Serbia and Montenegro,0.5,1.0,1.0,0,1,0,,3,9,44,-6,-35,-41
2006,Group C,Netherlands,Ivory Coast,Argentina,1.0,0.0,0.5,1,0,0,,3,,9,,,-6
2006,Group C,Netherlands,Ivory Coast,Serbia and Montenegro,1.0,1.0,1.0,1,1,1,1,3,,44,,,-41
2006,Group C,Netherlands,Serbia and Montenegro,Argentina,1.0,0.0,0.5,1,0,0,,3,44,9,-41,35,-6
2006,Group C,Netherlands,Serbia and Montenegro,Ivory Coast,1.0,0.0,1.0,1,0,0,,3,44,,-41,,
2006,Group C,Serbia and Montenegro,Argentina,Ivory Coast,0.0,1.0,0.0,0,1,0,,44,9,,35,,
2006,Group C,Serbia and Montenegro,Argentina,Netherlands,0.0,0.5,0.0,0,0,0,,44,9,3,35,6,41
2006,Group C,Serbia and Montenegro,Ivory Coast,Argentina,0.0,0.0,0.0,0,0,0,,44,,9,,,35
2006,Group C,Serbia and Montenegro,Ivory Coast,Netherlands,0.0,0.0,0.0,0,0,0,,44,,3,,,41
2006,Group C,Serbia and Montenegro,Netherlands,Argentina,0.0,0.5,0.0,0,0,0,,44,3,9,41,-6,35
2006,Group C,Serbia and Montenegro,Netherlands,Ivory Coast,0.0,1.0,0.0,0,1,0,,44,3,,41,,
2006,Group D,Angola,Iran,Mexico,0.5,0.0,0.5,0,0,0,,57,,4,,,53
2006,Group D,Angola,Iran,Portugal,0.5,0.0,0.0,0,0,0,,57,,7,,,50
2006,Group D,Angola,Mexico,Iran,0.5,1.0,0.5,0,1,0,,57,4,,53,,
2006,Group D,Angola,Mexico,Portugal,0.5,0.0,0.0,0,0,0,,57,4,7,53,-3,50
2006,Group D,Angola,Portugal,Iran,0.0,1.0,0.5,0,1,0,,57,7,,50,,
2006,Group D,Angola,Portugal,Mexico,0.0,1.0,0.5,0,1,0,,57,7,4,50,3,53
2006,Group D,Iran,Angola,Mexico,0.5,0.5,0.0,0,0,0,,,57,4,,53,
2006,Group D,Iran,Angola,Portugal,0.5,0.0,0.0,0,0,0,,,57,7,,50,
2006,Group D,Iran,Mexico,Angola,0.0,0.5,0.5,0,0,0,,,4,57,,-53,
2006,Group D,Iran,Mexico,Portugal,0.0,0.0,0.0,0,0,0,,,4,7,,-3,
2006,Group D,Iran,Portugal,Angola,0.0,1.0,0.5,0,1,0,,,7,57,,-50,
2006,Group D,Iran,Portugal,Mexico,0.0,1.0,0.0,0,1,0,,,7,4,,3,
2006,Group D,Mexico,Angola,Iran,0.5,0.5,1.0,0,0,0,,4,57,,-53,,
2006,Group D,Mexico,Angola,Portugal,0.5,0.0,0.0,0,0,0,,4,57,7,-53,50,-3
2006,Group D,Mexico,Iran,Angola,1.0,0.5,0.5,1,0,0,,4,,57,,,-53
2006,Group D,Mexico,Iran,Portugal,1.0,0.0,0.0,1,0,0,,4,,7,,,-3
2006,Group D,Mexico,Portugal,Angola,0.0,1.0,0.5,0,1,0,,4,7,57,-3,-50,-53
2006,Group D,Mexico,Portugal,Iran,0.0,1.0,1.0,0,1,0,,4,7,,-3,,
2006,Group D,Portugal,Angola,Iran,1.0,0.5,1.0,1,0,0,,7,57,,-50,,
2006,Group D,Portugal,Angola,Mexico,1.0,0.5,1.0,1,0,0,,7,57,4,-50,53,3
2006,Group D,Portugal,Iran,Angola,1.0,0.5,1.0,1,0,0,,7,,57,,,-50
2006,Group D,Portugal,Iran,Mexico,1.0,0.0,1.0,1,0,0,,7,,4,,,3
2006,Group D,Portugal,Mexico,Angola,1.0,0.5,1.0,1,0,0,,7,4,57,3,-53,-50
2006,Group D,Portugal,Mexico,Iran,1.0,1.0,1.0,1,1,1,1,7,4,,3,,
2006,Group E,Czech Republic,Ghana,Italy,0.0,0.0,0.0,0,0,0,,2,48,13,-46,35,-11
2006,Group E,Czech Republic,Ghana,United States,0.0,1.0,1.0,0,1,0,,2,48,,-46,,
2006,Group E,Czech Republic,Italy,Ghana,0.0,1.0,0.0,0,1,0,,2,13,48,-11,-35,-46
2006,Group E,Czech Republic,Italy,United States,0.0,0.5,1.0,0,0,0,,2,13,,-11,,
2006,Group E,Czech Republic,United States,Ghana,1.0,0.0,0.0,1,0,0,,2,,48,,,-46
2006,Group E,Czech Republic,United States,Italy,1.0,0.5,0.0,1,0,0,,2,,13,,,-11
2006,Group E,Ghana,Czech Republic,Italy,1.0,0.0,0.0,1,0,0,,48,2,13,46,-11,35
2006,Group E,Ghana,Czech Republic,United States,1.0,1.0,1.0,1,1,1,1,48,2,,46,,
2006,Group E,Ghana,Italy,Czech Republic,0.0,1.0,1.0,0,1,0,,48,13,2,35,11,46
2006,Group E,Ghana,Italy,United States,0.0,0.5,1.0,0,0,0,,48,13,,35,,
2006,Group E,Ghana,United States,Czech Republic,1.0,0.0,1.0,1,0,0,,48,,2,,,46
2006,Group E,Ghana,United States,Italy,1.0,0.5,0.0,1,0,0,,48,,13,,,35
2006,Group E,Italy,Czech Republic,Ghana,1.0,0.0,1.0,1,0,0,,13,2,48,11,-46,-35
2006,Group E,Italy,Czech Republic,United States,1.0,1.0,0.5,1,1,1,0,13,2,,11,,
2006,Group E,Italy,Ghana,Czech Republic,1.0,1.0,1.0,1,1,1,1,13,48,2,-35,46,11
2006,Group E,Italy,Ghana,United States,1.0,1.0,0.5,1,1,1,0,13,48,,-35,,
2006,Group E,Italy,United States,Czech Republic,0.5,0.0,1.0,0,0,0,,13,,2,,,11
2006,Group E,Italy,United States,Ghana,0.5,0.0,1.0,0,0,0,,13,,48,,,-35
2006,Group E,United States,Czech Republic,Ghana,0.0,0.0,0.0,0,0,0,,,2,48,,-46,
2006,Group E,United States,Czech Republic,Italy,0.0,0.0,0.5,0,0,0,,,2,13,,-11,
2006,Group E,United States,Ghana,Czech Republic,0.0,1.0,0.0,0,1,0,,,48,2,,46,
2006,Group E,United States,Ghana,Italy,0.0,0.0,0.5,0,0,0,,,48,13,,35,
2006,Group E,United States,Italy,Czech Republic,0.5,1.0,0.0,0,1,0,,,13,2,,11,
2006,Group E,United States,Italy,Ghana,0.5,1.0,0.0,0,1,0,,,13,48,,-35,
2006,Group F,Australia,Brazil,Croatia,0.0,1.0,0.5,0,1,0,,43,1,24,42,-23,19
2006,Group F,Australia,Brazil,Japan,0.0,1.0,1.0,0,1,0,,43,1,18,42,-17,25
2006,Group F,Australia,Croatia,Brazil,0.5,0.0,0.0,0,0,0,,43,24,1,19,23,42
2006,Group F,Australia,Croatia,Japan,0.5,0.5,1.0,0,0,0,,43,24,18,19,6,25
2006,Group F,Australia,Japan,Brazil,1.0,0.0,0.0,1,0,0,,43,18,1,25,17,42
2006,Group F,Australia,Japan,Croatia,1.0,0.5,0.5,1,0,0,,43,18,24,25,-6,19
2006,Group F,Brazil,Australia,Croatia,1.0,0.5,1.0,1,0,0,,1,43,24,-42,19,-23
2006,Group F,Brazil,Australia,Japan,1.0,1.0,1.0,1,1,1,1,1,43,18,-42,25,-17
2006,Group F,Brazil,Croatia,Australia,1.0,0.5,1.0,1,0,0,,1,24,43,-23,-19,-42
2006,Group F,Brazil,Croatia,Japan,1.0,0.5,1.0,1,0,0,,1,24,18,-23,6,-17
2006,Group F,Brazil,Japan,Australia,1.0,0.0,1.0,1,0,0,,1,18,43,-17,-25,-42
2006,Group F,Brazil,Japan,Croatia,1.0,0.5,1.0,1,0,0,,1,18,24,-17,-6,-23
2006,Group F,Croatia,Australia,Brazil,0.5,0.0,0.0,0,0,0,,24,43,1,-19,42,23
2006,Group F,Croatia,Australia,Japan,0.5,1.0,0.5,0,1,0,,24,43,18,-19,25,6
2006,Group F,Croatia,Brazil,Australia,0.0,1.0,0.5,0,1,0,,24,1,43,23,-42,-19
2006,Group F,Croatia,Brazil,Japan,0.0,1.0,0.5,0,1,0,,24,1,18,23,-17,6
2006,Group F,Croatia,Japan,Australia,0.5,0.0,0.5,0,0,0,,24,18,43,6,-25,-19
2006,Group F,Croatia,Japan,Brazil,0.5,0.0,0.0,0,0,0,,24,18,1,6,17,23
2006,Group F,Japan,Australia,Brazil,0.0,0.0,0.0,0,0,0,,18,43,1,-25,42,17
2006,Group F,Japan,Australia,Croatia,0.0,0.5,0.5,0,0,0,,18,43,24,-25,19,-6
2006,Group F,Japan,Brazil,Australia,0.0,1.0,0.0,0,1,0,,18,1,43,17,-42,-25
2006,Group F,Japan,Brazil,Croatia,0.0,1.0,0.5,0,1,0,,18,1,24,17,-23,-6
2006,Group F,Japan,Croatia,Australia,0.5,0.5,0.0,0,0,0,,18,24,43,-6,-19,-25
2006,Group F,Japan,Croatia,Brazil,0.5,0.0,0.0,0,0,0,,18,24,1,-6,23,17
2006,Group G,France,South Korea,Switzerland,0.5,0.0,0.5,0,0,0,,8,,35,,,-27
2006,Group G,France,South Korea,Togo,0.5,1.0,1.0,0,1,0,,8,,61,,,-53
2006,Group G,France,Switzerland,South Korea,0.5,1.0,0.5,0,1,0,,8,35,,-27,,
2006,Group G,France,Switzerland,Togo,0.5,1.0,1.0,0,1,0,,8,35,61,-27,-26,-53
2006,Group G,France,Togo,South Korea,1.0,0.0,0.5,1,0,0,,8,61,,-53,,
2006,Group G,France,Togo,Switzerland,1.0,0.0,0.5,1,0,0,,8,61,35,-53,26,-27
2006,Group G,South Korea,France,Switzerland,0.5,0.5,0.0,0,0,0,,,8,35,,-27,
2006,Group G,South Korea,France,Togo,0.5,1.0,1.0,0,1,0,,,8,61,,-53,
2006,Group G,South Korea,Switzerland,France,0.0,0.5,0.5,0,0,0,,,35,8,,27,
2006,Group G,South Korea,Switzerland,Togo,0.0,1.0,1.0,0,1,0,,,35,61,,-26,
2006,Group G,South Korea,Togo,France,1.0,0.0,0.5,1,0,0,,,61,8,,53,
2006,Group G,South Korea,Togo,Switzerland,1.0,0.0,0.0,1,0,0,,,61,35,,26,
2006,Group G,Switzerland,France,South Korea,0.5,0.5,1.0,0,0,0,,35,8,,27,,
2006,Group G,Switzerland,France,Togo,0.5,1.0,1.0,0,1,0,,35,8,61,27,-53,-26
2006,Group G,Switzerland,South Korea,France,1.0,0.5,0.5,1,0,0,,35,,8,,,27
2006,Group G,Switzerland,South Korea,Togo,1.0,1.0,1.0,1,1,1,1,35,,61,,,-26
2006,Group G,Switzerland,Togo,France,1.0,0.0,0.5,1,0,0,,35,61,8,-26,53,27
2006,Group G,Switzerland,Togo,South Korea,1.0,0.0,1.0,1,0,0,,35,61,,-26,,
2006,Group G,Togo,France,South Korea,0.0,0.5,0.0,0,0,0,,61,8,,53,,
2006,Group G,Togo,France,Switzerland,0.0,0.5,0.0,0,0,0,,61,8,35,53,-27,26
2006,Group G,Togo,South Korea,France,0.0,0.5,0.0,0,0,0,,61,,8,,,53
2006,Group G,Togo,South Korea,Switzerland,0.0,0.0,0.0,0,0,0,,61,,35,,,26
2006,Group G,Togo,Switzerland,France,0.0,0.5,0.0,0,0,0,,61,35,8,26,27,53
2006,Group G,Togo,Switzerland,South Korea,0.0,1.0,0.0,0,1,0,,61,35,,26,,
2006,Group H,Saudi Arabia,Spain,Tunisia,0.0,1.0,0.5,0,1,0,,34,6,21,28,-15,13
2006,Group H,Saudi Arabia,Spain,Ukraine,0.0,1.0,0.0,0,1,0,,34,6,45,28,-39,-11
2006,Group H,Saudi Arabia,Tunisia,Spain,0.5,0.0,0.0,0,0,0,,34,21,6,13,15,28
2006,Group H,Saudi Arabia,Tunisia,Ukraine,0.5,0.0,0.0,0,0,0,,34,21,45,13,-24,-11
2006,Group H,Saudi Arabia,Ukraine,Spain,0.0,0.0,0.0,0,0,0,,34,45,6,-11,39,28
2006,Group H,Saudi Arabia,Ukraine,Tunisia,0.0,1.0,0.5,0,1,0,,34,45,21,-11,24,13
2006,Group H,Spain,Saudi Arabia,Tunisia,1.0,0.5,1.0,1,0,0,,6,34,21,-28,13,-15
2006,Group H,Spain,Saudi Arabia,Ukraine,1.0,0.0,1.0,1,0,0,,6,34,45,-28,-11,-39
2006,Group H,Spain,Tunisia,Saudi Arabia,1.0,0.5,1.0,1,0,0,,6,21,34,-15,-13,-28
2006,Group H,Spain,Tunisia,Ukraine,1.0,0.0,1.0,1,0,0,,6,21,45,-15,-24,-39
2006,Group H,Spain,Ukraine,Saudi Arabia,1.0,1.0,1.0,1,1,1,1,6,45,34,-39,11,-28
2006,Group H,Spain,Ukraine,Tunisia,1.0,1.0,1.0,1,1,1,1,6,45,21,-39,24,-15
2006,Group H,Tunisia,Saudi Arabia,Spain,0.5,0.0,0.0,0,0,0,,21,34,6,-13,28,15
2006,Group H,Tunisia,Saudi Arabia,Ukraine,0.5,0.0,0.0,0,0,0,,21,34,45,-13,-11,-24
2006,Group H,Tunisia,Spain,Saudi Arabia,0.0,1.0,0.5,0,1,0,,21,6,34,15,-28,-13
2006,Group H,Tunisia,Spain,Ukraine,0.0,1.0,0.0,0,1,0,,21,6,45,15,-39,-24
2006,Group H,Tunisia,Ukraine,Saudi Arabia,0.0,1.0,0.5,0,1,0,,21,45,34,-24,11,-13
2006,Group H,Tunisia,Ukraine,Spain,0.0,0.0,0.0,0,0,0,,21,45,6,-24,39,15
2006,Group H,Ukraine,Saudi Arabia,Spain,1.0,0.0,0.0,1,0,0,,45,34,6,11,28,39
2006,Group H,Ukraine,Saudi Arabia,Tunisia,1.0,0.5,1.0,1,0,0,,45,34,21,11,13,24
2006,Group H,Ukraine,Spain,Saudi Arabia,0.0,1.0,1.0,0,1,0,,45,6,34,39,-28,11
2006,Group H,Ukraine,Spain,Tunisia,0.0,1.0,1.0,0,1,0,,45,6,21,39,-15,24
2006,Group H,Ukraine,Tunisia,Saudi Arabia,1.0,0.5,1.0,1,0,0,,45,21,34,24,-13,11
2006,Group H,Ukraine,Tunisia,Spain,1.0,0.0,0.0,1,0,0,,45,21,6,24,15,39
2010,Group A,France,Mexico,South Africa,0.0,0.5,0.0,0,0,0,,9,17,83,-8,-66,-74
2010,Group A,France,Mexico,Uruguay,0.0,0.0,0.5,0,0,0,,9,17,16,-8,1,-7
2010,Group A,France,South Africa,Mexico,0.0,0.5,0.0,0,0,0,,9,83,17,-74,66,-8
2010,Group A,France,South Africa,Uruguay,0.0,0.0,0.5,0,0,0,,9,83,16,-74,67,-7
2010,Group A,France,Uruguay,Mexico,0.5,1.0,0.0,0,1,0,,9,16,17,-7,-1,-8
2010,Group A,France,Uruguay,South Africa,0.5,1.0,0.0,0,1,0,,9,16,83,-7,-67,-74
2010,Group A,Mexico,France,South Africa,1.0,0.0,0.5,1,0,0,,17,9,83,8,-74,-66
2010,Group A,Mexico,France,Uruguay,1.0,0.5,0.0,1,0,0,,17,9,16,8,-7,1
2010,Group A,Mexico,South Africa,France,0.5,1.0,1.0,0,1,0,,17,83,9,-66,74,8
2010,Group A,Mexico,South Africa,Uruguay,0.5,0.0,0.0,0,0,0,,17,83,16,-66,67,1
2010,Group A,Mexico,Uruguay,France,0.0,0.5,1.0,0,0,0,,17,16,9,1,7,8
2010,Group A,Mexico,Uruguay,South Africa,0.0,1.0,0.5,0,1,0,,17,16,83,1,-67,-66
2010,Group A,South Africa,France,Mexico,1.0,0.0,0.5,1,0,0,,83,9,17,74,-8,66
2010,Group A,South Africa,France,Uruguay,1.0,0.5,0.0,1,0,0,,83,9,16,74,-7,67
2010,Group A,South Africa,Mexico,France,0.5,1.0,1.0,0,1,0,,83,17,9,66,8,74
2010,Group A,South Africa,Mexico,Uruguay,0.5,0.0,0.0,0,0,0,,83,17,16,66,1,67
2010,Group A,South Africa,Uruguay,France,0.0,0.5,1.0,0,0,0,,83,16,9,67,7,74
2010,Group A,South Africa,Uruguay,Mexico,0.0,1.0,0.5,0,1,0,,83,16,17,67,-1,66
2010,Group A,Uruguay,France,Mexico,0.5,0.0,1.0,0,0,0,,16,9,17,7,-8,-1
2010,Group A,Uruguay,France,South Africa,0.5,0.0,1.0,0,0,0,,16,9,83,7,-74,-67
2010,Group A,Uruguay,Mexico,France,1.0,1.0,0.5,1,1,1,0,16,17,9,-1,8,7
2010,Group A,Uruguay,Mexico,South Africa,1.0,0.5,1.0,1,0,0,,16,17,83,-1,-66,-67
2010,Group A,Uruguay,South Africa,France,1.0,1.0,0.5,1,1,1,0,16,83,9,-67,74,7
2010,Group A,Uruguay,South Africa,Mexico,1.0,0.5,1.0,1,0,0,,16,83,17,-67,66,-1
2010,Group B,Argentina,Greece,Nigeria,1.0,1.0,1.0,1,1,1,1,7,13,21,-6,-8,-14
2010,Group B,Argentina,Greece,South Korea,1.0,0.0,1.0,1,0,0,,7,13,,-6,,
2010,Group B,Argentina,Nigeria,Greece,1.0,0.0,1.0,1,0,0,,7,21,13,-14,8,-6
2010,Group B,Argentina,Nigeria,South Korea,1.0,0.5,1.0,1,0,0,,7,21,,-14,,
2010,Group B,Argentina,South Korea,Greece,1.0,1.0,1.0,1,1,1,1,7,,13,,,-6
2010,Group B,Argentina,South Korea,Nigeria,1.0,0.5,1.0,1,0,0,,7,,21,,,-14
2010,Group B,Greece,Argentina,Nigeria,0.0,1.0,1.0,0,1,0,,13,7,21,6,-14,-8
2010,Group B,Greece,Argentina,South Korea,0.0,1.0,0.0,0,1,0,,13,7,,6,,
2010,Group B,Greece,Nigeria,Argentina,1.0,0.0,0.0,1,0,0,,13,21,7,-8,14,6
2010,Group B,Greece,Nigeria,South Korea,1.0,0.5,0.0,1,0,0,,13,21,,-8,,
2010,Group B,Greece,South Korea,Argentina,0.0,0.0,0.0,0,0,0,,13,,7,,,6
2010,Group B,Greece,South Korea,Nigeria,0.0,0.5,1.0,0,0,0,,13,,21,,,-8
2010,Group B,Nigeria,Argentina,Greece,0.0,1.0,0.0,0,1,0,,21,7,13,14,-6,8
2010,Group B,Nigeria,Argentina,South Korea,0.0,1.0,0.5,0,1,0,,21,7,,14,,
2010,Group B,Nigeria,Greece,Argentina,0.0,0.0,0.0,0,0,0,,21,13,7,8,6,14
2010,Group B,Nigeria,Greece,South Korea,0.0,0.0,0.5,0,0,0,,21,13,,8,,
2010,Group B,Nigeria,South Korea,Argentina,0.5,0.0,0.0,0,0,0,,21,,7,,,14
2010,Group B,Nigeria,South Korea,Greece,0.5,1.0,0.0,0,1,0,,21,,13,,,8
2010,Group B,South Korea,Argentina,Greece,0.0,1.0,1.0,0,1,0,,,7,13,,-6,
2010,Group B,South Korea,Argentina,Nigeria,0.0,1.0,0.5,0,1,0,,,7,21,,-14,
2010,Group B,South Korea,Greece,Argentina,1.0,0.0,0.0,1,0,0,,,13,7,,6,
2010,Group B,South Korea,Greece,Nigeria,1.0,1.0,0.5,1,1,1,0,,13,21,,-8,
2010,Group B,South Korea,Nigeria,Argentina,0.5,0.0,0.0,0,0,0,,,21,7,,14,
2010,Group B,South Korea,Nigeria,Greece,0.5,0.0,1.0,0,0,0,,,21,13,,8,
2010,Group C,Algeria,England,Slovenia,0.5,1.0,0.0,0,1,0,,30,8,25,22,-17,5
2010,Group C,Algeria,England,United States,0.5,0.5,0.0,0,0,0,,30,8,,22,,
2010,Group C,Algeria,Slovenia,England,0.0,0.0,0.5,0,0,0,,30,25,8,5,17,22
